1.0	0.0
0.6309573444801932	0.6
0.39810717055349726	0.7
0.251188643150958	1.2
0.15848931924611134	1.1
0.1	1.2
0.06309573444801933	1.3
0.039810717055349734	1.4
0.025118864315095794	1.5
0.015848931924611134	1.6
0.01	1.8
0.00630957344480193	2.1
0.003981071705534973	2.5
0.0025118864315095794	2.9
0.001584893192461114	3.3
0.001	3.8
0.000630957344480193	4.2
0.00039810717055349735	4.56827978210158
0.00025118864315095795	4.907221332597538
0.00015848931924611142	5.197974203313658
0.0001	5.648800000000174
6.309573444801929e-5	6.101042042441351
3.9810717055349695e-5	6.55316251305283
2.5118864315095822e-5	7.00921813618127
1.584893192461114e-5	7.465813721252278
1.0e-5	7.9232799998692105
6.30957344480193e-6	8.381441767417156
3.981071705534969e-6	8.83566220219484
2.5118864315095823e-6	9.293984820216776
1.584893192461114e-6	9.752950899414712
1.0e-6	10.212335999108605
