0.010000000000000002	1.7
0.00630957344480193	1.8
0.003981071705534973	1.9
0.0025118864315095794	2.2
0.001584893192461114	2.6
0.001	3.1
0.000630957344480193	3.5
0.00039810717055349735	3.9
0.00025118864315095795	12.984192153128337
0.00015848931924611142	13.899037829904417
0.0001	14.812199999978818
6.309573444801929e-5	15.730334459574179
3.9810717055349695e-5	16.647647551051254
2.5118864315095822e-5	17.56720430383268
1.584893192461114e-5	18.485813822429087
1.0e-5	19.405729999434513
6.30957344480193e-6	20.32588072952884
3.981071705534969e-6	21.246478078290608
2.5118864315095823e-6	22.167018466557423
1.584893192461114e-6	23.086066156374002
1.0e-6	23.99631900299698
